sentence_id,text,tags

train-s2999,"Barruan dituzte 100.000 metro karratu hormigoi , 12.000 tona altzairu eta 600.000 metro kable .",NOUN VERB NUM NOUN ADJ NOUN PUNCT NUM NOUN NOUN CCONJ NUM NOUN NOUN PUNCT

train-s3000,"AZKEN hiru urteotako markarik txikiena egin arren , Juanjoxe Unanue Goenatxo azkoitiarrak ez zuen estutasun handirik izan harri handietako Euskal Herriko txapela hamargarrenez janzteko Gernikan .",ADJ NUM NOUN NOUN ADJ VERB CCONJ PUNCT PROPN PROPN PROPN ADJ PART AUX NOUN ADJ VERB NOUN ADJ PROPN NOUN NOUN ADJ VERB PROPN PUNCT

train-s3001,Agintariak hitza eman du gerrak suntsitutako guneak berrituko dituela petrolio salmentatik lortutako diruarekin .,NOUN NOUN VERB AUX NOUN VERB NOUN VERB AUX NOUN NOUN VERB NOUN PUNCT

train-s3002,""" Ez huan aldaketarik nimi�oena egin jatorrizko idazkian .",PUNCT PART AUX NOUN ADJ VERB ADJ NOUN PUNCT

train-s3003,"Baina Tourreko aitzin-etapa irabaziz kolpe handia eman du Cofidiseko txirrindulariak , eta jauzi kualitatiboa egin du .",CCONJ PROPN NOUN VERB NOUN ADJ VERB AUX PROPN NOUN PUNCT CCONJ NOUN ADJ VERB AUX PUNCT

train-s3004,Egunotan erotuta ibiliko zara .,NOUN VERB VERB AUX PUNCT

train-s3005,Iazko Gozategi hura oso arrakastatsua gertatu zen .,ADV PROPN DET ADV ADJ VERB AUX PUNCT

train-s3006,Eta elikatze-bonbek itzultzen dute ontzira lehenagotik berotako ur hori .,CCONJ NOUN VERB AUX NOUN ADV VERB NOUN DET PUNCT

train-s3007,Lonia etorri zen .,PROPN VERB AUX PUNCT

train-s3008,"Aurreneko kanaerdikoan denbora pittin bat galdu dut , baina ez ziren egur txarrak "" .",ADJ NOUN NOUN ADJ NUM VERB AUX PUNCT CCONJ PART VERB NOUN ADJ PUNCT PUNCT

train-s3009,"Eskuin eskua sakelean sartu eta giltza sorta atera zuen , haietako bat aukeratuz .",NOUN NOUN NOUN VERB CCONJ NOUN NOUN VERB AUX PUNCT DET NUM VERB PUNCT

train-s3010,"Nahi baduzu , esnegaina marrubizko mermeladarekin nahas dezakezu , eta oraindik bero dagoenean gainetik bota .",NOUN VERB PUNCT NOUN NOUN NOUN VERB AUX PUNCT CCONJ ADV ADJ AUX NOUN VERB PUNCT

train-s3011,Tanto gogorrak jokatu ziren .,NOUN ADJ VERB AUX PUNCT

train-s3012,Ehun milioi bizilagun ditu Mexikok eta %40 pobrezian bizi dira .,NUM NOUN NOUN VERB PROPN CCONJ NUM NOUN ADJ VERB PUNCT

train-s3013,20 minutura itzuli ziren eta ituna sinatu zuten .,NUM NOUN VERB AUX CCONJ NOUN VERB AUX PUNCT

train-s3014,Klaus Mann-en eleberrian oinarrituriko testuak edukin politiko handia du .,PROPN PROPN NOUN VERB NOUN NOUN ADJ ADJ VERB PUNCT

train-s3015,- Ez da ezer gordetzen dutenetakoa .,PUNCT PART AUX PRON VERB AUX PUNCT

train-s3016,"Zientzian eta progresoan sinesten duenak , problema guztien soluzioan sinesten du .",NOUN CCONJ NOUN VERB AUX PUNCT NOUN DET NOUN VERB AUX PUNCT

train-s3017,"- Baina sekula ez baduzu ikusi , nola dakizu emakumezkoa dela ?",PUNCT CCONJ ADV PART AUX VERB PUNCT ADV VERB NOUN AUX PUNCT

train-s3018,Orain diru pixkat bildu eta Texasera bueltatzeko asmoa dauka .,ADV NOUN DET VERB CCONJ PROPN VERB NOUN VERB PUNCT

train-s3019,ANGEL MORALES berreskuratzeko aukera baliatu egin du Espanyolek .,PROPN PROPN VERB NOUN VERB VERB AUX PROPN PUNCT

train-s3020,"UPNko zerrendaburuak atzo esan zuenez , ez dauka zertan eztabaidatu Parlamentuan ordezkaririk ez duen alderdi bateko hautagaiarekin .",PROPN NOUN ADV VERB AUX PUNCT PART VERB ADV VERB NOUN NOUN PART VERB NOUN NUM NOUN PUNCT

train-s3021,"Sakez bost tanto lortu zituen , eta erregular aritu zen oso partidu guztian .",NOUN NUM NOUN VERB AUX PUNCT CCONJ ADJ VERB AUX ADV NOUN DET PUNCT

train-s3022,"Lotina gustura zen amaieran , "" orotara denboraldi-aurre ona izan baita "" .",PROPN ADV VERB NOUN PUNCT PUNCT ADV NOUN ADJ VERB AUX PUNCT PUNCT

train-s3023,Ospitalerako bidean hil zen .,NOUN NOUN VERB AUX PUNCT

train-s3024,Hauek ere jaira azaltzekoak ziren .,DET CCONJ NOUN VERB AUX PUNCT

train-s3025,"Nik ongi tratatzen dut , baina ikusiko dugu berak nola tratatzen nauen ni .",PRON ADV VERB AUX PUNCT CCONJ VERB AUX DET ADV VERB AUX PRON PUNCT

train-s3026,"Garaipena lortzera joango gara , baina badakigu larri ibiliko garela .",NOUN VERB VERB AUX PUNCT CCONJ VERB ADV VERB AUX PUNCT

train-s3027,Eta informazio hori kanpora zabaltzen dugu :,CCONJ NOUN DET ADV VERB AUX PUNCT

train-s3028,"Jolaserako moduan jarri Ene mirabe mutu , gaur egiteko zer dugu ?",NOUN NOUN VERB PRON NOUN ADJ PUNCT ADV VERB DET VERB PUNCT

train-s3029,"Zu kazetari bazina , nola kontatuko zenuke zure marka ahalegin bat ?",PRON NOUN AUX PUNCT ADV VERB AUX PRON NOUN NOUN NUM PUNCT

train-s3030,( Erakusten dio ) .,PUNCT VERB AUX PUNCT PUNCT

train-s3031,Hobe luke nire laguntzera etortzea !,ADJ VERB PRON VERB VERB PUNCT

train-s3032,"Bestetik , enpresako langileek atentatua "" zentzugabekotzat "" jo zuten , eta "" elkarrizketa bidezko konponbide bat "" eskatu zuten .",DET PUNCT NOUN NOUN NOUN PUNCT ADJ PUNCT VERB AUX PUNCT CCONJ PUNCT NOUN NOUN NOUN NUM PUNCT VERB AUX PUNCT

train-s3033,"Karguari uztea , egundoko keinuak eginez .",NOUN VERB PUNCT ADJ NOUN VERB PUNCT

train-s3034,"5. Taulan jasotako datuak dituzula oinarri eta koordenatu kartestiarrak erabiliz , egizu prozeduraren grafikoa .",ADJ NOUN VERB NOUN AUX NOUN CCONJ NOUN ADJ VERB PUNCT VERB NOUN NOUN PUNCT

train-s3035,"( Plaztikazko botoila pasatzen dio , besteak edaten du eta berriz botatzen ) .",PUNCT NOUN NOUN VERB AUX PUNCT DET VERB AUX CCONJ ADV VERB PUNCT PUNCT

train-s3036,""" Tiroketaren arrazoia edozein dela ere , horrelakoak gertatzea ahalmentzen duten egoerak konpondu behar ditugu , gehiago gerta ez dadin "" .",PUNCT NOUN NOUN DET AUX CCONJ PUNCT ADJ VERB VERB AUX NOUN VERB NOUN VERB PUNCT DET VERB PART AUX PUNCT PUNCT

train-s3037,"Internazionala izan zen , eta 1995eko MundukoKopa jokatu zuen .",ADJ AUX AUX PUNCT CCONJ NUM NOUN VERB AUX PUNCT

train-s3038,Ezagutzen dut G. .,VERB AUX NOUN PUNCT

train-s3039,"Horrela , 1994. urtean udaletxeak Gaztainuzketako proiektu honi ebatu zion .",ADV PUNCT ADJ NOUN NOUN PROPN NOUN DET VERB AUX PUNCT

train-s3040,Dozena erdi bat salaketa aurkeztu da .,NOUN DET NUM NOUN VERB AUX PUNCT

train-s3041,"Partida istilutsua gertatu zen aitzin bi zatietan , eta etenaldi ugari izan zituen norgehiagokak .",NOUN ADJ VERB AUX NOUN NUM NOUN PUNCT CCONJ NOUN DET VERB AUX NOUN PUNCT

train-s3042,"Bestetik , gehiengo politikoaren kontra joatea dela uste du .",DET PUNCT NOUN ADJ NOUN VERB AUX NOUN VERB PUNCT

train-s3043,"Horretarako , Nazio Batuek iragarri dute Gobernu berriak errolda irekiko duela serbiarrek izena eman dezaten , eta hiru komunitate serbiarretan berriro deituko dituztela bozak .",DET PUNCT NOUN ADJ VERB AUX NOUN ADJ NOUN VERB AUX NOUN NOUN VERB AUX PUNCT CCONJ NUM NOUN ADJ ADV VERB AUX NOUN PUNCT

train-s3044,Partidu gogor eta borrokatua izango da .,NOUN ADJ CCONJ VERB VERB AUX PUNCT

train-s3045,""" Pentsamendu txarrik ez dut izan ibilbidean , eta klubak eta fitxaketek ez didate burua nahastu "" .",PUNCT NOUN ADJ PART AUX VERB NOUN PUNCT CCONJ NOUN CCONJ NOUN PART AUX NOUN VERB PUNCT PUNCT

train-s3046,"Liginagako Dronde senar-emazteak , aldiz , 7. lekuaz jabetu ziren .",PROPN PROPN NOUN PUNCT CCONJ PUNCT ADJ NOUN VERB AUX PUNCT

train-s3047,""" Hiltzeko beldurra , adibidez , magia-gizonen eta apaizen eragina da "" .",PUNCT VERB NOUN PUNCT ADV PUNCT NOUN CCONJ NOUN NOUN AUX PUNCT PUNCT

train-s3048,Urrikaldu egiten zuten eta azkenean beste batekin ezkontzeko komentzitu zuten .,VERB VERB AUX CCONJ ADV DET NUM VERB VERB AUX PUNCT

train-s3049,Ez du aurrerako pausorik eman .,PART AUX NOUN NOUN VERB PUNCT

train-s3050,""" Houdak "" gidari "" esan nahi du "" .",PUNCT PROPN PUNCT NOUN PUNCT VERB NOUN VERB PUNCT PUNCT

train-s3051,"Bide luzea eta gogorra bete du Carmonak lehen mailara iritsi arte , baina ondo merezitako saria jaso du .",NOUN ADJ CCONJ ADJ VERB AUX PROPN ADJ NOUN VERB NOUN PUNCT CCONJ ADV VERB NOUN VERB AUX PUNCT

train-s3052,Zerbait jateko premia zuen eta horrela adierazi zion Pierresi .,PRON VERB NOUN VERB CCONJ ADV VERB AUX PROPN PUNCT

train-s3053,"Atentatuen "" erantzule bakarra ETA "" dela oroitarazi zioten alderdi horiek Aznarri , eta ardurak besteei egotzi ordez , arazoari irtenbideak bilatzen saiatzeko eskatu zioten .",NOUN PUNCT NOUN ADJ PROPN PUNCT AUX VERB AUX NOUN DET PROPN PUNCT CCONJ NOUN DET VERB ADV PUNCT NOUN NOUN VERB VERB VERB AUX PUNCT

train-s3054,Mendiko bizikletako Mundialak gaur hasiko dira .,NOUN NOUN NOUN ADV VERB AUX PUNCT

train-s3055,"Arazo hau gainditzeko histeresia erabiltzen da , jarraian azaltzen den prozesuari segituz :",NOUN DET VERB NOUN VERB AUX PUNCT ADV VERB AUX NOUN VERB PUNCT

train-s3056,"Esan nahi dut batak besteari exigentzia jakin batzuk betetzen utziz gero , ohore dela bientzat .",VERB NOUN VERB NUM DET NOUN ADJ DET VERB VERB ADV PUNCT NOUN AUX NUM PUNCT

train-s3057,""" Barakek Likuden politika egiten badu , ez du gure sostengua izango "" .",PUNCT PROPN PROPN NOUN VERB AUX PUNCT PART AUX PRON NOUN VERB PUNCT PUNCT

train-s3058,- Esamolde gorrotagarria da .,PUNCT NOUN ADJ VERB PUNCT

train-s3059,"Kopeta osoa goitik behera harrapatu zidan , burua eta begia ez .",NOUN ADJ NOUN NOUN VERB AUX PUNCT NOUN CCONJ NOUN PART PUNCT

train-s3060,Nola baieztatu ?,ADV VERB PUNCT

train-s3061,"Atzo irten zen behin-behineko askatasunean , bermerik ordaindu gabe .",ADV VERB AUX ADJ NOUN PUNCT NOUN VERB ADV PUNCT

train-s3062,Barriro dinot parekotasun eta lehia handiko partidua izango dela .,ADV VERB NOUN CCONJ NOUN ADJ NOUN AUX AUX PUNCT

train-s3063,Hainbat gauza esan nahi dituzte horrekin :,DET NOUN VERB NOUN VERB DET PUNCT

train-s3064,"ORIOK lortu zuen denborarik onena Donibane-Lohizuneko banderaren lehen saioan , atzo ( 20 minutu , 47 segundo eta 36 ehuneneko ) .",PROPN VERB AUX NOUN ADJ PROPN NOUN ADJ NOUN PUNCT ADV PUNCT NUM NOUN PUNCT NUM NOUN CCONJ NUM NOUN PUNCT PUNCT

train-s3065,"Joan printzea naiz , ezagutzen ?",PROPN NOUN AUX PUNCT VERB PUNCT

train-s3066,"Horregatik , interpelazio bat aurkeztu du Legebiltzarrean luzapenaren zioak argi ditzan .",ADV PUNCT NOUN NUM VERB AUX NOUN NOUN NOUN VERB AUX PUNCT

train-s3067,Asetu da .,VERB AUX PUNCT

train-s3068,Bietako batek emango dio gaur distira Rotterdamgo zeruari .,NUM NUM VERB AUX ADV NOUN PROPN NOUN PUNCT

train-s3069,"Jokalariek nahi dute , ez izan dudarik .",NOUN NOUN VERB PUNCT PART VERB NOUN PUNCT

train-s3070,"Horrekin zabalera handiagoa ematen zaio kolomari eta , beraz , indar gehiago arkitrabeari edo gorputz molduradunei gainean eusteko .",DET NOUN ADJ VERB AUX NOUN CCONJ PUNCT CCONJ PUNCT NOUN DET NOUN CCONJ NOUN ADJ NOUN VERB PUNCT

train-s3071,"Ez , medikuntza prebentiboa behar dugu , alegia , ordena politiko-ekonomiko justu bat bilatu behar da , eta uste dut oso urrun gaudela oraindik .",PART PUNCT NOUN ADJ NOUN VERB PUNCT CCONJ PUNCT NOUN ADJ ADJ NUM VERB NOUN VERB PUNCT CCONJ NOUN VERB ADV ADV VERB ADV PUNCT

train-s3072,"Gutxienez 29 lagun hil dira eta 200 zauritu , kohete lantegi batean izandako leherketan .",ADV NUM NOUN VERB AUX CCONJ NUM VERB PUNCT NOUN NOUN NUM VERB NOUN PUNCT

train-s3073,131 bidaiariak hil ziren .,NUM NOUN VERB AUX PUNCT

train-s3074,Emakumezkoen 480 kiloetakoek ere lehen jardunaldia dute .,NOUN NUM NOUN CCONJ ADJ NOUN VERB PUNCT

train-s3075,Ez dago faborito garbi-garbirik .,PART VERB ADJ ADJ PUNCT

train-s3076,Problemari ere utzi egin behar zaio problema izaten .,NOUN CCONJ VERB VERB NOUN VERB NOUN AUX PUNCT

train-s3077,Victoria Sauk patriarkatua honela definitu du :,PROPN PROPN NOUN ADV VERB AUX PUNCT

train-s3078,"PSE-EEk , gainera , legez besteko proposamen bat aurkeztu du Legebiltzarreko erroldan Jaurlaritzari proiektua eskatuz .",PROPN PUNCT CCONJ PUNCT NOUN DET NOUN NUM VERB AUX NOUN NOUN NOUN NOUN VERB PUNCT

train-s3079,"Unitate horretan konturatuko zinen bezala , materialak aldakorrak dira :",NOUN DET VERB AUX ADV PUNCT NOUN ADJ AUX PUNCT

train-s3080,Oilarra italiartuta dagoela esan genezake .,NOUN VERB VERB VERB AUX PUNCT

train-s3081,Horretan ere denok berdinak gara .,DET CCONJ DET ADJ AUX PUNCT

train-s3082,Lagos hiriko kanpoaldeko oliobide batek eztanda egin eta gutxienez 30 pertsona hil eta beste asko zauritu ziren atzo .,PROPN NOUN NOUN NOUN NUM NOUN VERB CCONJ ADV NUM NOUN VERB CCONJ DET DET VERB AUX ADV PUNCT

train-s3083,"Horrela , zainak estu mantenduz loraldi oparoagoa eragiten da .",ADV PUNCT NOUN ADJ VERB NOUN ADJ VERB AUX PUNCT

train-s3084,"Bost urterakoa da , baina pentsatzekoa da legearen zirrikituak baliatu ahal izango dituztela luzaroagoan egoteko .",NUM NOUN AUX PUNCT CCONJ VERB AUX NOUN NOUN VERB NOUN VERB AUX NOUN VERB PUNCT

train-s3085,"Transistoreak , ebaketa-puntuan polarizatuak daudelako sarrerako seinalea 0,7 V baino txikiagoa den bitartean irteeran seinalerik ez da agertzen .",NOUN PUNCT NOUN VERB AUX NOUN NOUN NUM NOUN ADV ADJ VERB NOUN NOUN NOUN PART AUX VERB PUNCT

train-s3086,Baina zerbait gehiago behar da nirekin bukatzeko .,CCONJ PRON DET NOUN VERB PRON VERB PUNCT

train-s3087,"Hegalekoa den arren , saskipera sartzeko erraztasun izugarria du .",NOUN AUX CCONJ PUNCT NOUN VERB NOUN ADJ VERB PUNCT

train-s3088,"Eta orain , Jonasek estatuan pentsatzeari utzi ziolarik , Annika harekin arduratzen hasi zen .",CCONJ ADV PUNCT PROPN NOUN VERB VERB AUX PUNCT PROPN DET VERB VERB AUX PUNCT

train-s3089,""" Ez dago larritzeko arrazoirik .",PUNCT PART VERB VERB NOUN PUNCT

train-s3090,Inork ez du datu bat bera eman horrelako neurri bat justifikatzeko .,PRON PART AUX NOUN NUM DET VERB ADJ NOUN NUM VERB PUNCT

train-s3091,oilo beltzak arrautza zuria jartzea baino zailagoa duk hori !,NOUN ADJ NOUN ADJ VERB X ADJ AUX DET PUNCT

train-s3092,"Baina kide ez direnak badira bortxatzen , holakoen batasuna laster da eteten .",CCONJ NOUN PART AUX AUX VERB PUNCT ADJ NOUN ADV AUX VERB PUNCT

train-s3093,Ez kexa !,PART VERB PUNCT

train-s3094,"Hustiakuntza , garrantzizkoa da .",NOUN PUNCT ADJ AUX PUNCT

train-s3095,) obrak aurkeztu zituen .,PUNCT NOUN VERB AUX PUNCT

train-s3096,""" Nik pentsatzen nuen aurreko bi harriekin bost altxaldi kendu , kubikoarekin pittin bat kontrolatu eta bolarekin 16 jasoaldi eginda nahikoa izango nuela , eta ez zuen merezi gehiegi hustea "" .",PUNCT PRON VERB AUX NOUN NUM NOUN NUM NOUN VERB PUNCT ADJ NOUN NUM VERB CCONJ NOUN NUM NOUN VERB ADV AUX AUX PUNCT CCONJ PART AUX NOUN DET VERB PUNCT PUNCT

train-s3097,"Ez dakit , baina nire hankak ondo badaude , datorren urtean ere hor izango naiz "" .",PART VERB PUNCT CCONJ PRON NOUN ADV VERB PUNCT VERB NOUN CCONJ ADV VERB AUX PUNCT PUNCT

train-s3098,""" Ibarretxeren jokabideak errepublika bananero batena ematen du .",PUNCT PROPN NOUN NOUN ADJ DET VERB AUX PUNCT

train-s3099,- esan zuen magoak - .,PUNCT VERB AUX NOUN PUNCT PUNCT

train-s3100,EHk hezkuntza eta euskarako presidentziak zituen .,PROPN NOUN CCONJ NOUN NOUN VERB PUNCT

train-s3101,Ez du inoiz ahaztuko Euskadiko selekzioarekin jokatu izana .,PART AUX ADV VERB PROPN NOUN VERB AUX PUNCT

train-s3102,"Deklaratu zuten PPko hiru batzarkideetatik bakarrak esan zuen "" izutu "" egin zela .",VERB AUX PROPN NUM NOUN ADJ VERB AUX PUNCT VERB PUNCT VERB AUX PUNCT

train-s3103,"Antza denez , IRAk egin zuen grabaketa , Armada britainiarrak Derryn zuen komunikazio unitatean mikrofono bat jarrita .",NOUN VERB PUNCT PROPN VERB AUX NOUN PUNCT NOUN ADJ PROPN VERB NOUN NOUN NOUN NUM VERB PUNCT

train-s3104,"Vatikanoaren iritziz , berriz , Jerusalemek nazioartean bermatutako estatus berezia izan behar du .",PROPN NOUN PUNCT CCONJ PUNCT PROPN NOUN VERB NOUN ADJ VERB NOUN VERB PUNCT

train-s3105,Rojorekin ez da hasierako hamaikakoan izango .,PROPN PART AUX NOUN NOUN VERB PUNCT

train-s3106,Gaur ezina da hori gertatzea .,ADV NOUN AUX DET VERB PUNCT

train-s3107,Morellako etapan euskal taldearen lehen ihesaldi ahaleginak ikusi genituen .,PROPN NOUN NOUN NOUN ADJ NOUN NOUN VERB AUX PUNCT

train-s3108,( Musika hasten da .,PUNCT NOUN VERB AUX PUNCT

train-s3109,"Ez egin ilusio handirik zuek , faltsuak izango direlako .",PART VERB NOUN ADJ PRON PUNCT ADJ AUX AUX PUNCT

train-s3110,Gu herri bat gara .,PRON NOUN NUM AUX PUNCT

train-s3111,Zorrotzako erdilariak berdinketako gola sartu zuen azkar eta amaiera eman zion 347 minutuko gol lehorteari .,PROPN NOUN NOUN NOUN VERB AUX ADV CCONJ NOUN VERB AUX NUM NOUN NOUN NOUN PUNCT

train-s3112,"Izena , Ainhoa , Ainhoa Gozategi taldekidearen omenez jarri diote diskoari .",NOUN PUNCT PROPN PUNCT PROPN PROPN NOUN NOUN VERB AUX NOUN PUNCT

train-s3113,kondenaren azken helburua presoak berriz gizarteratzen laguntzea dela .,NOUN ADJ NOUN NOUN ADV VERB VERB AUX PUNCT

train-s3114,Giro oneko derbiak ziren .,NOUN ADJ NOUN AUX PUNCT

train-s3115,Abuztuaren 5ean Ingalaterrara abiatzeko denak puntu-puntuan nahi ditu entrenatzaileak .,NOUN NUM PROPN VERB DET NOUN NOUN VERB NOUN PUNCT

train-s3116,Zer egin ?,DET VERB PUNCT

train-s3117,"Gaur amaituko da itzulia , eta Plazak 42 segundoko aldea du Klodenekiko .",ADV VERB AUX NOUN PUNCT CCONJ PROPN NUM NOUN NOUN VERB PROPN PUNCT

train-s3118,"Desesperatuki egiten dute larrutan , bata bestearengandik askatu nahi eta ezin bailuen .",ADV VERB AUX NOUN PUNCT NUM DET VERB NOUN CCONJ NOUN VERB PUNCT

train-s3119,"Leilak Fatima geldiarazi zuen , eta polizi txartela erakutsi zion .",PROPN PROPN VERB AUX PUNCT CCONJ NOUN NOUN VERB AUX PUNCT

train-s3120,Hala azaldu zuten atzo Bilbon Confebaskeko presidente Roman Kn�rr-ek eta idazkari nagusi Jose Guillermo Zubiak .,ADV VERB AUX ADV PROPN PROPN NOUN PROPN PROPN CCONJ NOUN ADJ PROPN PROPN PROPN PUNCT

train-s3121,"Beste milaka timortarrek , berriz , mendira jo zuten .",DET DET ADJ PUNCT CCONJ PUNCT NOUN VERB AUX PUNCT

train-s3122,- Berritu ala hil :,PUNCT VERB CCONJ VERB PUNCT

train-s3123,- langilea eta itsasokoa berdinak ez direlako .,PUNCT NOUN CCONJ NOUN ADJ PART AUX PUNCT

train-s3124,Hankek ez zioten jada eusten !,NOUN PART AUX ADV VERB PUNCT

train-s3125,Landare berri bat eskuratzerakoan merezi du zorrotz begiratzeak .,NOUN ADJ NUM VERB NOUN VERB ADJ VERB PUNCT

train-s3126,"Suduperengan ez dutela konfiantzarik esan zion Manriquek , eta Aldundiko gobernuarekin akordioetara heltzeko ez dutela modurik ikusten esan zuen .",PROPN PART VERB NOUN VERB AUX PROPN PUNCT CCONJ NOUN NOUN NOUN VERB PART AUX NOUN VERB VERB AUX PUNCT

train-s3127,Eta neska horiek baditugu .,CCONJ NOUN DET VERB PUNCT

train-s3128,""" Postura guztiz desberdina da , eta ez nago oituta .",PUNCT NOUN ADV ADJ AUX PUNCT CCONJ PART VERB VERB PUNCT

train-s3129,"Paraleloki , irakasleen lana jasotzeko datu base baten diseinua burutzen ari gara .",ADV PUNCT NOUN NOUN VERB NOUN NOUN NUM NOUN VERB VERB AUX PUNCT

train-s3130,"Bere ama , Teresita Miner izan zen horretara eragin ziona .",DET NOUN PUNCT PROPN PROPN AUX AUX DET VERB AUX PUNCT

train-s3131,Nekez lortu nuen ezpainak ikustea .,ADV VERB AUX NOUN VERB PUNCT

train-s3132,Hotz dun kanpoan .,NOUN VERB NOUN PUNCT

train-s3133,Hamabost doinu dakartza diskoak .,NUM NOUN VERB NOUN PUNCT

train-s3134,Fisikoki oso egoera kaskarrean heldu nintzen Sydneyra .,ADV ADV NOUN ADJ VERB AUX PROPN PUNCT

train-s3135,"( nigarrez hasten da , bestea heldu zaio kontsolatzera ) .",PUNCT NOUN VERB AUX PUNCT DET VERB AUX VERB PUNCT PUNCT

train-s3136,"( EH sinbolizatzeko , seguru , antzara hobeto dago ; zisneak eta Wagnerri utzirik edo Txaikovskiri ) .",PUNCT PROPN VERB PUNCT ADV PUNCT NOUN ADV VERB PUNCT NOUN CCONJ PROPN VERB CCONJ PROPN PUNCT PUNCT

train-s3137,"UPN , PSN eta CDNk atzera bota dituzte beste alderdiek aurrekontuei aurkeztu osoko zuzenketak .",PROPN PUNCT PROPN CCONJ PROPN ADV VERB AUX DET NOUN NOUN VERB ADJ NOUN PUNCT

train-s3138,"Nahasturak metodo fisikoak erabiliz bana daitezkeen arren , ez da gauza bera gertatzen substantzia puruekin :",NOUN NOUN ADJ VERB VERB AUX CCONJ PUNCT PART AUX NOUN DET VERB NOUN ADJ PUNCT

train-s3139,Logurea nitaz jabetzen hasia da eta goseak ez dit gauza onik pentsatzen uzten .,NOUN PRON VERB VERB AUX CCONJ NOUN PART AUX NOUN ADJ VERB VERB PUNCT

train-s3140,Zergatik egin duzu aldaketa ?,ADV VERB AUX NOUN PUNCT

train-s3141,"Taldean sartu aurretik proba batzuk pasatu behar izan zituen , korrikan , eskalada librean , erreken jeitsieran ... eta geroztik hainbat kurtso teoriko eta praktiko egin ditu .",NOUN VERB NOUN NOUN DET VERB NOUN VERB AUX PUNCT NOUN PUNCT NOUN ADJ PUNCT NOUN NOUN PUNCT CCONJ ADV DET NOUN ADJ CCONJ ADJ VERB AUX PUNCT

train-s3142,Partiduei ematen dien erritmoarekin gozatzen dugu Titinekin .,NOUN VERB AUX NOUN VERB AUX PROPN PUNCT

train-s3143,"- Sarritan azaltzen dira horrelako berriak komunikabideetan , tratamendu berri bat dagoela eta .",PUNCT ADV VERB AUX ADJ NOUN NOUN PUNCT NOUN ADJ NUM VERB CCONJ PUNCT

train-s3144,Elkorok ezkerrez zabalduz lortu zuen .,PROPN NOUN VERB VERB AUX PUNCT

train-s3145,Ni orain dela sei hilabete hasi nintzen dordoka eskatzen .,PRON ADV VERB NUM NOUN VERB AUX NOUN VERB PUNCT

train-s3146,Honek baditu hasieran esan bezala gutxienik bi erantzun neuropsikologiko .,DET VERB NOUN VERB ADV ADV NUM NOUN ADJ PUNCT

train-s3147,"Barrenaren ustez , "" UPNren politikaren jarraipena egiten duela justifikatzeko baztertu nahi du PSNk EH "" .",PROPN NOUN PUNCT PUNCT PROPN NOUN NOUN VERB AUX VERB VERB NOUN VERB PROPN PROPN PUNCT PUNCT

train-s3148,"Pauerekin badut final bateko esperientzia , eta hura garrantzitsua zen .",PROPN VERB NOUN NUM NOUN PUNCT CCONJ DET ADJ AUX PUNCT

train-s3149,"Pirlo Italiako jokoa antolatzeko aproposa da , baina Interren atzerritarrek ixten diote bidea .",PROPN PROPN NOUN VERB ADJ AUX PUNCT CCONJ PROPN ADJ VERB AUX NOUN PUNCT

train-s3150,"Talde txuri-urdina gaur Anoetan entrenatuko da , 10:30ean , ateak itxita .",NOUN ADJ ADV PROPN VERB AUX PUNCT NUM PUNCT NOUN VERB PUNCT

train-s3151,"Hori paradoxikoa da "" .",DET ADJ AUX PUNCT PUNCT

train-s3152,"Belauneko lesioa ondo osatzea da orain Llorenteren kezka nagusia , "" bete-betean "" hasteko denboraldi-aurrea .",NOUN NOUN ADV VERB AUX ADV PROPN NOUN ADJ PUNCT PUNCT ADV PUNCT VERB NOUN PUNCT

train-s3153,"Djolongak distentsioa izan zuen abduktorean herenegun , Alaves-Dinamo Bucarest partiduan , eta , ondorioz , atseden hartu beharko du lau-bost egunetan .",PROPN NOUN VERB AUX NOUN ADV PUNCT PROPN PROPN NOUN PUNCT CCONJ PUNCT NOUN PUNCT NOUN VERB VERB AUX NUM NOUN PUNCT

train-s3154,Sindikatuko diruzaina izango da .,NOUN NOUN AUX AUX PUNCT

train-s3155,Zurtoin urtsua duten landareak errazago erasotzen ditu .,NOUN ADJ VERB NOUN ADJ VERB AUX PUNCT

train-s3156,Baina azkeneko honetan lortzen du herrikoitasunaren kategori edo plaza .,CCONJ ADJ DET VERB AUX NOUN NOUN CCONJ NOUN PUNCT

train-s3157,Sagarrak kizkiaz edo eskuz biltzen dira .,NOUN NOUN CCONJ NOUN VERB AUX PUNCT

train-s3158,"Estatu palestinarraren sorrera eragoztea "" hondamendia "" litzatekela eta Israelen "" biziraupena bera "" arriskuan jarriko lukeela adierazi zuen Peresek .",NOUN ADJ NOUN VERB PUNCT NOUN PUNCT AUX CCONJ PROPN PUNCT NOUN DET PUNCT NOUN VERB AUX VERB AUX PROPN PUNCT

